,Unnamed: 0,Overs,Mdns,Runs,Wkts,Econ,Opposition,Ground,Start Date,Match_ID,Bowler,Player_ID
1272,1273,3.0,0,28,1,9.33,v India,Cardiff,20 Jun 2013,ODI # 3376,Jeevan Mendis,49700
1273,1274,1.5,1,7,0,3.81,v West Indies,Kingston,28 Jun 2013,ODI # 3378,Jeevan Mendis,49700
1274,1275,2.0,0,8,0,4.00,v West Indies,Port of Spain,7 Jul 2013,ODI # 3385,Jeevan Mendis,49700
1275,1276,1.0,0,4,0,4.00,v India,Port of Spain,9 Jul 2013,ODI # 3387,Jeevan Mendis,49700
1276,1277,6.0,0,34,1,5.66,v England,Colombo (RPS),26 Nov 2014,ODI # 3554,Jeevan Mendis,49700
1277,1278,5.0,0,22,0,4.40,v England,Colombo (RPS),29 Nov 2014,ODI # 3557,Jeevan Mendis,49700
1278,1279,2.0,0,9,0,4.50,v England,Hambantota,3 Dec 2014,ODI # 3561,Jeevan Mendis,49700
1279,1280,7.0,1,39,0,5.57,v England,Colombo (RPS),7 Dec 2014,ODI # 3563,Jeevan Mendis,49700
1280,1281,7.0,0,41,0,5.85,v England,Pallekele,10 Dec 2014,ODI # 3565,Jeevan Mendis,49700
1281,1282,4.0,0,22,0,5.50,v England,Pallekele,13 Dec 2014,ODI # 3567,Jeevan Mendis,49700
1282,1283,4.0,0,28,0,7.00,v England,Colombo (RPS),16 Dec 2014,ODI # 3569,Jeevan Mendis,49700
1283,1284,1.0,0,5,0,5.00,v New Zealand,Christchurch,11 Jan 2015,ODI # 3574,Jeevan Mendis,49700
1284,1285,10.0,0,47,1,4.70,v New Zealand,Hamilton,15 Jan 2015,ODI # 3577,Jeevan Mendis,49700
1286,1287,7.0,0,40,1,5.71,v New Zealand,Nelson,20 Jan 2015,ODI # 3585,Jeevan Mendis,49700
1287,1288,2.0,0,21,0,10.50,v New Zealand,Dunedin,23 Jan 2015,ODI # 3588,Jeevan Mendis,49700
1288,1289,5.0,0,27,0,5.40,v New Zealand,Dunedin,25 Jan 2015,ODI # 3590,Jeevan Mendis,49700
1289,1290,2.0,0,5,2,2.50,v New Zealand,Christchurch,14 Feb 2015,ODI # 3599,Jeevan Mendis,49700
1290,1291,3.0,0,13,0,4.33,v Afghanistan,Dunedin,22 Feb 2015,ODI # 3609,Jeevan Mendis,49700
1291,1292,2.0,0,34,0,17.00,v New Zealand,Christchurch,28 Dec 2015,ODI # 3715,Jeffrey Vandersay,370040
1292,1293,10.0,1,55,2,5.50,v New Zealand,Nelson,31 Dec 2015,ODI # 3717,Jeffrey Vandersay,370040
1293,1294,1.0,0,15,0,15.00,v New Zealand,Nelson,2 Jan 2016,ODI # 3718,Jeffrey Vandersay,370040
1295,1296,10.0,0,50,3,5.00,v Zimbabwe,Bulawayo,27 Nov 2016,ODI # 3810,Jeffrey Vandersay,370040
1296,1297,7.0,0,51,0,7.28,v South Africa,Port Elizabeth,28 Jan 2017,ODI # 3828,Jeffrey Vandersay,370040
1297,1298,10.0,0,61,1,6.10,v South Africa,Centurion,10 Feb 2017,ODI # 3834,Jeffrey Vandersay,370040
1298,1299,10.0,0,47,1,4.70,v Pakistan,Dubai (DSC),13 Oct 2017,ODI # 3922,Jeffrey Vandersay,370040
1299,1300,9.0,0,44,1,4.88,v Pakistan,Abu Dhabi,16 Oct 2017,ODI # 3924,Jeffrey Vandersay,370040
1300,1301,9.3,1,43,1,4.52,v Pakistan,Abu Dhabi,18 Oct 2017,ODI # 3926,Jeffrey Vandersay,370040
1301,1302,6.2,0,30,1,4.73,v Pakistan,Sharjah,23 Oct 2017,ODI # 3930,Jeffrey Vandersay,370040
1302,1303,6.0,0,42,0,7.00,v India,Hambantota,24 Jul 2012,ODI # 3292,Isuru Udana,328026
1303,1304,6.0,0,42,0,7.00,v India,Colombo (RPS),28 Jul 2012,ODI # 3293,Isuru Udana,328026
1304,1305,8.0,0,50,2,6.25,v South Africa,Durban,10 Mar 2019,ODI # 4112,Isuru Udana,328026
1305,1306,2.0,0,15,0,7.50,v South Africa,Port Elizabeth,13 Mar 2019,ODI # 4114,Isuru Udana,328026
1306,1307,7.0,1,37,0,5.28,v South Africa,Cape Town,16 Mar 2019,ODI # 4115,Isuru Udana,328026
1307,1308,9.0,0,66,0,7.33,v India,Kolkata,24 Dec 2009,ODI # 2935,Thisara Perera,233514
1309,1310,6.0,0,27,2,4.50,v India,Dhaka,5 Jan 2010,ODI # 2938,Thisara Perera,233514
1310,1311,10.0,0,32,2,3.20,v Bangladesh,Dhaka,8 Jan 2010,ODI # 2940,Thisara Perera,233514
1311,1312,5.0,1,32,1,6.40,v India,Dhaka,10 Jan 2010,ODI # 2941,Thisara Perera,233514
1312,1313,8.2,0,49,1,5.88,v India,Dhaka,13 Jan 2010,ODI # 2943,Thisara Perera,233514
1313,1314,7.0,0,35,0,5.00,v India,Bulawayo,30 May 2010,ODI # 2983,Thisara Perera,233514
1314,1315,1.0,0,16,0,16.00,v Zimbabwe,Bulawayo,1 Jun 2010,ODI # 2985,Thisara Perera,233514
1315,1316,4.0,0,33,1,8.25,v India,Harare,5 Jun 2010,ODI # 2988,Thisara Perera,233514
1316,1317,2.0,0,24,0,12.00,v Zimbabwe,Harare,7 Jun 2010,ODI # 2989,Thisara Perera,233514
1317,1318,7.4,1,28,5,3.65,v India,Dambulla,22 Aug 2010,ODI # 3038,Thisara Perera,233514
1318,1319,9.0,2,36,3,4.00,v India,Dambulla,28 Aug 2010,ODI # 3040,Thisara Perera,233514
1319,1320,8.0,0,46,5,5.75,v Australia,Melbourne,3 Nov 2010,ODI # 3065,Thisara Perera,233514
1320,1321,8.0,0,39,2,4.87,v Australia,Sydney,5 Nov 2010,ODI # 3066,Thisara Perera,233514
1321,1322,4.4,1,19,0,4.07,v Australia,Brisbane,7 Nov 2010,ODI # 3068,Thisara Perera,233514
1322,1323,9.0,2,36,3,4.00,v West Indies,Colombo (SSC),6 Feb 2011,ODI # 3099,Thisara Perera,233514
1323,1324,7.0,0,24,3,3.42,v Canada,Hambantota,20 Feb 2011,ODI # 3102,Thisara Perera,233514
1324,1325,9.0,0,62,2,6.88,v Pakistan,Colombo (RPS),26 Feb 2011,ODI # 3109,Thisara Perera,233514
1325,1326,6.0,0,33,1,5.50,v Zimbabwe,Pallekele,10 Mar 2011,ODI # 3125,Thisara Perera,233514
1326,1327,9.0,0,55,1,6.11,v India,Mumbai,2 Apr 2011,ODI # 3148,Thisara Perera,233514
1327,1328,6.0,0,20,1,3.33,v Scotland,Edinburgh,13 Jul 2011,ODI # 3172,Thisara Perera,233514
1328,1329,9.0,1,30,2,3.33,v Pakistan,Dubai (DSC),14 Nov 2011,ODI # 3213,Thisara Perera,233514
1329,1330,10.0,1,45,1,4.50,v Pakistan,Dubai (DSC),18 Nov 2011,ODI # 3214,Thisara Perera,233514
1330,1331,10.0,1,36,1,3.60,v Pakistan,Sharjah,20 Nov 2011,ODI # 3215,Thisara Perera,233514
1331,1332,7.0,1,32,0,4.57,v Pakistan,Abu Dhabi,23 Nov 2011,ODI # 3216,Thisara Perera,233514
1332,1333,4.0,0,34,2,8.50,v South Africa,Kimberley,20 Jan 2012,ODI # 3228,Thisara Perera,233514
1333,1334,7.0,0,64,0,9.14,v South Africa,Johannesburg,22 Jan 2012,ODI # 3229,Thisara Perera,233514
1334,1335,5.0,0,37,1,7.40,v India,Perth,8 Feb 2012,ODI # 3233,Thisara Perera,233514
1335,1336,9.0,0,45,2,5.00,v India,Adelaide,14 Feb 2012,ODI # 3239,Thisara Perera,233514
1336,1337,7.0,1,29,2,4.14,v Australia,Sydney,17 Feb 2012,ODI # 3241,Thisara Perera,233514
1337,1338,7.1,0,37,4,5.16,v India,Brisbane,21 Feb 2012,ODI # 3246,Thisara Perera,233514
1338,1339,4.0,0,35,0,8.75,v Australia,Hobart,24 Feb 2012,ODI # 3248,Thisara Perera,233514
1339,1340,7.0,0,59,0,8.42,v India,Hobart,28 Feb 2012,ODI # 3251,Thisara Perera,233514
1340,1341,0.5,0,8,0,9.60,v Australia,Melbourne,2 Mar 2012,ODI # 3253,Thisara Perera,233514
1341,1342,6.1,0,31,0,5.02,v Pakistan,Pallekele,7 Jun 2012,ODI # 3272,Thisara Perera,233514
1342,1343,10.0,0,44,6,4.40,v Pakistan,Pallekele,9 Jun 2012,ODI # 3273,Thisara Perera,233514
1344,1345,10.0,1,42,4,4.20,v Pakistan,Colombo (RPS),16 Jun 2012,ODI # 3275,Thisara Perera,233514
1345,1346,8.0,0,54,1,6.75,v Pakistan,Colombo (RPS),18 Jun 2012,ODI # 3277,Thisara Perera,233514
1346,1347,10.0,0,70,3,7.00,v India,Hambantota,21 Jul 2012,ODI # 3291,Thisara Perera,233514
1347,1348,8.0,3,19,3,2.37,v India,Hambantota,24 Jul 2012,ODI # 3292,Thisara Perera,233514
1348,1349,9.0,0,57,1,6.33,v India,Colombo (RPS),28 Jul 2012,ODI # 3293,Thisara Perera,233514
1349,1350,6.0,0,51,0,8.50,v India,Colombo (RPS),31 Jul 2012,ODI # 3294,Thisara Perera,233514
1350,1351,10.0,0,53,1,5.30,v India,Pallekele,4 Aug 2012,ODI # 3295,Thisara Perera,233514
1351,1352,7.0,0,52,1,7.42,v New Zealand,Pallekele,4 Nov 2012,ODI # 3305,Thisara Perera,233514
1352,1353,4.0,0,22,0,5.50,v New Zealand,Pallekele,6 Nov 2012,ODI # 3306,Thisara Perera,233514
1353,1354,5.0,0,16,1,3.20,v New Zealand,Hambantota,10 Nov 2012,ODI # 3307,Thisara Perera,233514
1355,1356,4.0,0,28,0,7.00,v Australia,Melbourne,11 Jan 2013,ODI # 3317,Thisara Perera,233514
1356,1357,9.0,0,40,2,4.44,v Australia,Adelaide,13 Jan 2013,ODI # 3319,Thisara Perera,233514
1357,1358,3.0,0,14,0,4.66,v Australia,Brisbane,18 Jan 2013,ODI # 3321,Thisara Perera,233514
1358,1359,10.0,0,64,2,6.40,v Australia,Sydney,20 Jan 2013,ODI # 3324,Thisara Perera,233514
1359,1360,6.0,0,39,1,6.50,v Australia,Hobart,23 Jan 2013,ODI # 3326,Thisara Perera,233514
1360,1361,8.0,0,45,1,5.62,v Bangladesh,Hambantota,23 Mar 2013,ODI # 3349,Thisara Perera,233514
1362,1363,5.0,0,44,0,8.80,v Bangladesh,Pallekele,28 Mar 2013,ODI # 3352,Thisara Perera,233514
1363,1364,2.0,0,4,0,2.00,v New Zealand,Cardiff,9 Jun 2013,ODI # 3366,Thisara Perera,233514
1364,1365,6.0,0,25,0,4.16,v India,Cardiff,20 Jun 2013,ODI # 3376,Thisara Perera,233514
1365,1366,7.0,0,31,3,4.42,v South Africa,Colombo (RPS),20 Jul 2013,ODI # 3392,Thisara Perera,233514
1366,1367,4.0,0,23,1,5.75,v South Africa,Colombo (RPS),23 Jul 2013,ODI # 3394,Thisara Perera,233514
1367,1368,8.0,0,51,2,6.37,v South Africa,Pallekele,26 Jul 2013,ODI # 3398,Thisara Perera,233514
1368,1369,3.0,0,22,0,7.33,v South Africa,Pallekele,28 Jul 2013,ODI # 3400,Thisara Perera,233514
1369,1370,5.0,1,17,1,3.40,v South Africa,Colombo (RPS),31 Jul 2013,ODI # 3401,Thisara Perera,233514
1371,1372,6.0,0,53,1,8.83,v Pakistan,Sharjah,18 Dec 2013,ODI # 3445,Thisara Perera,233514
1372,1373,2.4,0,19,0,7.12,v Pakistan,Dubai (DSC),20 Dec 2013,ODI # 3446,Thisara Perera,233514
1373,1374,8.0,0,58,2,7.25,v Pakistan,Sharjah,22 Dec 2013,ODI # 3447,Thisara Perera,233514
1374,1375,9.0,1,35,1,3.88,v Bangladesh,Dhaka,17 Feb 2014,ODI # 3469,Thisara Perera,233514
1375,1376,6.0,0,40,2,6.66,v Bangladesh,Dhaka,20 Feb 2014,ODI # 3470,Thisara Perera,233514
1376,1377,9.0,0,39,1,4.33,v Bangladesh,Dhaka,22 Feb 2014,ODI # 3471,Thisara Perera,233514
1377,1378,6.0,0,36,0,6.00,v Pakistan,Fatullah,25 Feb 2014,ODI # 3473,Thisara Perera,233514
1378,1379,6.4,0,40,0,6.00,v India,Fatullah,28 Feb 2014,ODI # 3476,Thisara Perera,233514
1379,1380,10.0,2,29,3,2.90,v Afghanistan,Dhaka,3 Mar 2014,ODI # 3481,Thisara Perera,233514
1380,1381,8.0,0,29,2,3.62,v Bangladesh,Dhaka,6 Mar 2014,ODI # 3485,Thisara Perera,233514
1381,1382,10.0,1,66,0,6.60,v Pakistan,Dhaka,8 Mar 2014,ODI # 3486,Thisara Perera,233514
1382,1383,3.0,0,25,0,8.33,v England,The Oval,22 May 2014,ODI # 3492,Thisara Perera,233514
1383,1384,7.0,0,43,2,6.14,v Pakistan,Hambantota,23 Aug 2014,ODI # 3512,Thisara Perera,233514
1384,1385,3.0,0,19,3,6.33,v Pakistan,Hambantota,26 Aug 2014,ODI # 3515,Thisara Perera,233514
1385,1386,8.0,1,34,4,4.25,v Pakistan,Dambulla,30 Aug 2014,ODI # 3519,Thisara Perera,233514
1386,1387,7.0,0,51,0,7.28,v India,Cuttack,2 Nov 2014,ODI # 3539,Thisara Perera,233514
1387,1388,4.0,0,35,0,8.75,v India,Ahmedabad,6 Nov 2014,ODI # 3540,Thisara Perera,233514
1388,1389,7.0,0,33,1,4.71,v India,Hyderabad (Deccan),9 Nov 2014,ODI # 3543,Thisara Perera,233514
1389,1390,5.0,0,43,0,8.60,v India,Kolkata,13 Nov 2014,ODI # 3544,Thisara Perera,233514
1390,1391,3.0,0,20,0,6.66,v India,Ranchi,16 Nov 2014,ODI # 3547,Thisara Perera,233514
1391,1392,9.1,1,44,3,4.80,v England,Colombo (RPS),26 Nov 2014,ODI # 3554,Thisara Perera,233514
1392,1393,3.0,0,16,1,5.33,v England,Colombo (RPS),29 Nov 2014,ODI # 3557,Thisara Perera,233514
1393,1394,3.0,0,18,0,6.00,v England,Hambantota,3 Dec 2014,ODI # 3561,Thisara Perera,233514
1394,1395,2.0,0,19,0,9.50,v England,Colombo (RPS),7 Dec 2014,ODI # 3563,Thisara Perera,233514
1395,1396,6.0,0,26,1,4.33,v England,Pallekele,10 Dec 2014,ODI # 3565,Thisara Perera,233514
1396,1397,3.0,0,21,0,7.00,v England,Pallekele,13 Dec 2014,ODI # 3567,Thisara Perera,233514
1397,1398,3.0,0,22,0,7.33,v England,Colombo (RPS),16 Dec 2014,ODI # 3569,Thisara Perera,233514
1398,1399,7.0,0,29,0,4.14,v New Zealand,Christchurch,11 Jan 2015,ODI # 3574,Thisara Perera,233514
1399,1400,4.0,0,41,0,10.25,v New Zealand,Hamilton,15 Jan 2015,ODI # 3577,Thisara Perera,233514
1400,1401,3.0,0,24,0,8.00,v New Zealand,Auckland,17 Jan 2015,ODI # 3580,Thisara Perera,233514
1401,1402,8.0,0,58,1,7.25,v New Zealand,Nelson,20 Jan 2015,ODI # 3585,Thisara Perera,233514
1402,1403,10.0,0,49,1,4.90,v New Zealand,Dunedin,23 Jan 2015,ODI # 3588,Thisara Perera,233514
1403,1404,10.0,0,86,1,8.60,v New Zealand,Dunedin,25 Jan 2015,ODI # 3590,Thisara Perera,233514
1404,1405,5.0,0,42,1,8.40,v New Zealand,Wellington,29 Jan 2015,ODI # 3594,Thisara Perera,233514
1405,1406,10.0,0,54,1,5.40,v Afghanistan,Dunedin,22 Feb 2015,ODI # 3609,Thisara Perera,233514
1406,1407,6.2,0,33,1,5.21,v Bangladesh,Melbourne,26 Feb 2015,ODI # 3615,Thisara Perera,233514
1407,1408,8.1,0,55,1,6.73,v England,Wellington,1 Mar 2015,ODI # 3619,Thisara Perera,233514
1408,1409,9.0,0,87,2,9.66,v Australia,Sydney,8 Mar 2015,ODI # 3629,Thisara Perera,233514
1409,1410,7.0,0,41,1,5.85,v Scotland,Hobart,11 Mar 2015,ODI # 3632,Thisara Perera,233514
1410,1411,1.0,0,10,0,10.00,v South Africa,Sydney,18 Mar 2015,ODI # 3640,Thisara Perera,233514
1411,1412,8.0,0,32,1,4.00,v Pakistan,Dambulla,11 Jul 2015,ODI # 3664,Thisara Perera,233514
1412,1413,2.0,0,15,0,7.50,v Pakistan,Pallekele,15 Jul 2015,ODI # 3669,Thisara Perera,233514
1413,1414,10.0,0,63,0,6.30,v Pakistan,Colombo (RPS),19 Jul 2015,ODI # 3670,Thisara Perera,233514
1414,1415,8.0,0,38,2,4.75,v Pakistan,Hambantota,26 Jul 2015,ODI # 3672,Thisara Perera,233514
1415,1416,2.0,0,13,1,6.50,v New Zealand,Nelson,2 Jan 2016,ODI # 3718,Thisara Perera,233514
1416,1417,6.0,0,45,0,7.50,v New Zealand,Mount Maunganui,5 Jan 2016,ODI # 3721,Thisara Perera,233514
1417,1418,5.0,1,25,1,5.00,v Australia,Colombo (RPS),21 Aug 2016,ODI # 3768,Thisara Perera,233514
1418,1419,5.0,0,33,3,6.60,v Australia,Colombo (RPS),24 Aug 2016,ODI # 3769,Thisara Perera,233514
1419,1420,2.0,0,18,0,9.00,v Australia,Dambulla,28 Aug 2016,ODI # 3772,Thisara Perera,233514
1420,1421,3.0,1,24,0,8.00,v Australia,Dambulla,31 Aug 2016,ODI # 3774,Thisara Perera,233514
1421,1422,8.0,0,63,0,7.87,v Bangladesh,Dambulla,25 Mar 2017,ODI # 3855,Thisara Perera,233514
1423,1424,2.0,0,14,0,7.00,v Bangladesh,Colombo (SSC),1 Apr 2017,ODI # 3858,Thisara Perera,233514
1424,1425,9.0,0,54,1,6.00,v India,The Oval,8 Jun 2017,ODI # 3882,Thisara Perera,233514
1425,1426,8.0,0,43,1,5.37,v Pakistan,Cardiff,12 Jun 2017,ODI # 3888,Thisara Perera,233514
1426,1427,2.0,0,18,0,9.00,v India,Dambulla,20 Aug 2017,ODI # 3905,Thisara Perera,233514
1427,1428,8.0,0,68,1,8.50,v Pakistan,Dubai (DSC),13 Oct 2017,ODI # 3922,Thisara Perera,233514
1428,1429,10.0,0,34,2,3.40,v Pakistan,Abu Dhabi,16 Oct 2017,ODI # 3924,Thisara Perera,233514
1429,1430,4.0,0,22,1,5.50,v Pakistan,Abu Dhabi,18 Oct 2017,ODI # 3926,Thisara Perera,233514
1430,1431,4.0,0,16,0,4.00,v Pakistan,Sharjah,20 Oct 2017,ODI # 3927,Thisara Perera,233514
1431,1432,2.0,0,18,0,9.00,v Pakistan,Sharjah,23 Oct 2017,ODI # 3930,Thisara Perera,233514
1432,1433,4.2,0,29,1,6.69,v India,Dharamsala,10 Dec 2017,ODI # 3939,Thisara Perera,233514
1433,1434,8.0,0,80,3,10.00,v India,Mohali,13 Dec 2017,ODI # 3941,Thisara Perera,233514
1434,1435,5.0,0,25,1,5.00,v India,Visakhapatnam,17 Dec 2017,ODI # 3942,Thisara Perera,233514
1435,1436,10.0,0,43,2,4.30,v Zimbabwe,Dhaka,17 Jan 2018,ODI # 3955,Thisara Perera,233514
1436,1437,9.0,0,60,3,6.66,v Bangladesh,Dhaka,19 Jan 2018,ODI # 3959,Thisara Perera,233514
1437,1438,8.0,0,33,4,4.12,v Zimbabwe,Dhaka,21 Jan 2018,ODI # 3962,Thisara Perera,233514
1438,1439,6.0,0,27,2,4.50,v Bangladesh,Dhaka,25 Jan 2018,ODI # 3965,Thisara Perera,233514
1439,1440,7.0,0,31,0,4.42,v Bangladesh,Dhaka,27 Jan 2018,ODI # 3967,Thisara Perera,233514
1441,1442,7.0,0,34,1,4.85,v South Africa,Dambulla,1 Aug 2018,ODI # 4027,Thisara Perera,233514
1442,1443,10.0,0,75,4,7.50,v South Africa,Pallekele,5 Aug 2018,ODI # 4029,Thisara Perera,233514
1443,1444,4.0,0,32,2,8.00,v South Africa,Pallekele,8 Aug 2018,ODI # 4030,Thisara Perera,233514
1444,1445,2.0,0,14,0,7.00,v South Africa,Colombo (RPS),12 Aug 2018,ODI # 4031,Thisara Perera,233514
1445,1446,7.3,0,51,1,6.80,v Bangladesh,Dubai (DSC),15 Sep 2018,ODI # 4036,Thisara Perera,233514
1446,1447,9.0,0,55,5,6.11,v Afghanistan,Abu Dhabi,17 Sep 2018,ODI # 4038,Thisara Perera,233514
1448,1449,7.0,0,37,1,5.28,v England,Dambulla,13 Oct 2018,ODI # 4053,Thisara Perera,233514
1449,1450,1.0,0,8,0,8.00,v England,Pallekele,17 Oct 2018,ODI # 4054,Thisara Perera,233514
1451,1452,2.0,0,18,0,9.00,v England,Colombo (RPS),23 Oct 2018,ODI # 4058,Thisara Perera,233514
1452,1453,10.0,0,80,2,8.00,v New Zealand,Mount Maunganui,3 Jan 2019,ODI # 4074,Thisara Perera,233514
1453,1454,7.0,0,69,0,9.85,v New Zealand,Mount Maunganui,5 Jan 2019,ODI # 4075,Thisara Perera,233514
1454,1455,2.0,0,8,0,4.00,v New Zealand,Nelson,8 Jan 2019,ODI # 4076,Thisara Perera,233514
1455,1456,3.0,0,22,0,7.33,v South Africa,Johannesburg,3 Mar 2019,ODI # 4104,Thisara Perera,233514
1456,1457,7.0,0,26,3,3.71,v South Africa,Centurion,6 Mar 2019,ODI # 4107,Thisara Perera,233514
1457,1458,5.0,0,38,0,7.60,v South Africa,Durban,10 Mar 2019,ODI # 4112,Thisara Perera,233514
1458,1459,2.5,0,13,0,4.58,v South Africa,Port Elizabeth,13 Mar 2019,ODI # 4114,Thisara Perera,233514
1459,1460,5.0,0,20,1,4.00,v South Africa,Cape Town,16 Mar 2019,ODI # 4115,Thisara Perera,233514
1554,1555,2.0,0,13,0,6.50,v England,Cardiff,2 Jul 2016,ODI # 3758,Kusal Mendis,629074
1565,1566,1.2,0,15,0,11.25,v South Africa,Port Elizabeth,28 Jan 2017,ODI # 3828,Kusal Mendis,629074
1621,1622,4.1,0,25,1,6.00,v Australia,Melbourne,2 Mar 2012,ODI # 3253,Lahiru Thirimanne,301236
1655,1656,4.1,0,16,0,3.84,v West Indies,Port of Spain,7 Jul 2013,ODI # 3385,Lahiru Thirimanne,301236
1694,1695,7.0,0,36,2,5.14,v New Zealand,Dunedin,23 Jan 2015,ODI # 3588,Lahiru Thirimanne,301236
1695,1696,2.0,0,17,0,8.50,v New Zealand,Dunedin,25 Jan 2015,ODI # 3590,Lahiru Thirimanne,301236
1732,1733,8.0,1,24,0,3.00,v Zimbabwe,Harare,28 Nov 2008,ODI # 2784,Angelo Mathews,49764
1733,1734,2.0,0,13,0,6.50,v Zimbabwe,Harare,30 Nov 2008,ODI # 2785,Angelo Mathews,49764
1734,1735,6.0,0,19,1,3.16,v Zimbabwe,Dhaka,12 Jan 2009,ODI # 2791,Angelo Mathews,49764
1735,1736,1.0,0,12,0,12.00,v Bangladesh,Dhaka,14 Jan 2009,ODI # 2793,Angelo Mathews,49764
1736,1737,3.0,0,24,0,8.00,v India,Colombo (RPS),5 Feb 2009,ODI # 2815,Angelo Mathews,49764
1737,1738,5.0,0,22,0,4.40,v Pakistan,Dambulla,30 Jul 2009,ODI # 2864,Angelo Mathews,49764
1738,1739,7.0,1,15,1,2.14,v Pakistan,Dambulla,1 Aug 2009,ODI # 2866,Angelo Mathews,49764
1739,1740,10.0,0,41,2,4.10,v Pakistan,Dambulla,3 Aug 2009,ODI # 2867,Angelo Mathews,49764
1740,1741,8.0,0,48,0,6.00,v Pakistan,Colombo (RPS),7 Aug 2009,ODI # 2868,Angelo Mathews,49764
1741,1742,6.0,0,30,1,5.00,v Pakistan,Colombo (RPS),9 Aug 2009,ODI # 2870,Angelo Mathews,49764
1742,1743,5.0,0,19,0,3.80,v New Zealand,Colombo (RPS),8 Sep 2009,ODI # 2884,Angelo Mathews,49764
1743,1744,6.0,0,20,6,3.33,v India,Colombo (RPS),12 Sep 2009,ODI # 2887,Angelo Mathews,49764
1744,1745,3.0,0,15,0,5.00,v India,Colombo (RPS),14 Sep 2009,ODI # 2889,Angelo Mathews,49764
1745,1746,8.0,1,43,2,5.37,v South Africa,Centurion,22 Sep 2009,ODI # 2893,Angelo Mathews,49764
1746,1747,8.0,2,26,0,3.25,v England,Johannesburg,25 Sep 2009,ODI # 2896,Angelo Mathews,49764
1747,1748,6.0,0,33,2,5.50,v New Zealand,Johannesburg,27 Sep 2009,ODI # 2899,Angelo Mathews,49764
1748,1749,7.0,0,60,1,8.57,v India,Rajkot,15 Dec 2009,ODI # 2932,Angelo Mathews,49764
1749,1750,10.0,1,60,1,6.00,v India,Nagpur,18 Dec 2009,ODI # 2933,Angelo Mathews,49764
1751,1752,4.0,0,14,0,3.50,v Zimbabwe,Harare,9 Jun 2010,ODI # 2990,Angelo Mathews,49764
1752,1753,10.0,1,38,2,3.80,v Pakistan,Dambulla,15 Jun 2010,ODI # 2991,Angelo Mathews,49764
1754,1755,6.0,0,37,1,6.16,v India,Dambulla,22 Jun 2010,ODI # 2999,Angelo Mathews,49764
1755,1756,3.0,1,16,0,5.33,v India,Dambulla,24 Jun 2010,ODI # 3001,Angelo Mathews,49764
1756,1757,10.0,1,36,3,3.60,v New Zealand,Dambulla,13 Aug 2010,ODI # 3031,Angelo Mathews,49764
1757,1758,7.0,1,32,2,4.57,v India,Dambulla,16 Aug 2010,ODI # 3032,Angelo Mathews,49764
1759,1760,8.0,3,20,1,2.50,v India,Dambulla,22 Aug 2010,ODI # 3038,Angelo Mathews,49764
1760,1761,10.0,0,48,1,4.80,v India,Dambulla,28 Aug 2010,ODI # 3040,Angelo Mathews,49764
1764,1765,7.0,0,35,0,5.00,v West Indies,Colombo (SSC),31 Jan 2011,ODI # 3092,Angelo Mathews,49764
1765,1766,4.0,0,20,0,5.00,v West Indies,Colombo (SSC),3 Feb 2011,ODI # 3096,Angelo Mathews,49764
1766,1767,6.0,0,33,0,5.50,v West Indies,Colombo (SSC),6 Feb 2011,ODI # 3099,Angelo Mathews,49764
1768,1769,10.0,0,56,1,5.60,v Pakistan,Colombo (RPS),26 Feb 2011,ODI # 3109,Angelo Mathews,49764
1769,1770,7.0,0,20,1,2.85,v Kenya,Colombo (RPS),1 Mar 2011,ODI # 3113,Angelo Mathews,49764
1771,1772,5.0,0,29,2,5.80,v Zimbabwe,Pallekele,10 Mar 2011,ODI # 3125,Angelo Mathews,49764
1772,1773,3.0,0,19,1,6.33,v New Zealand,Mumbai,18 Mar 2011,ODI # 3137,Angelo Mathews,49764
1773,1774,5.0,0,20,1,4.00,v England,Colombo (RPS),26 Mar 2011,ODI # 3145,Angelo Mathews,49764
1774,1775,6.0,0,27,0,4.50,v New Zealand,Colombo (RPS),29 Mar 2011,ODI # 3146,Angelo Mathews,49764
1776,1777,2.0,0,13,0,6.50,v England,Leeds,1 Jul 2011,ODI # 3167,Angelo Mathews,49764
1777,1778,1.0,0,4,0,4.00,v England,Lord's,3 Jul 2011,ODI # 3168,Angelo Mathews,49764
1778,1779,3.0,0,22,0,7.33,v England,Nottingham,6 Jul 2011,ODI # 3169,Angelo Mathews,49764
1782,1783,3.0,0,18,0,6.00,v Australia,Hambantota,14 Aug 2011,ODI # 3178,Angelo Mathews,49764
1784,1785,3.0,0,6,1,2.00,v Australia,Colombo (RPS),22 Aug 2011,ODI # 3184,Angelo Mathews,49764
1789,1790,5.0,1,11,1,2.20,v Pakistan,Abu Dhabi,23 Nov 2011,ODI # 3216,Angelo Mathews,49764
1790,1791,5.0,0,23,0,4.60,v South Africa,Paarl,11 Jan 2012,ODI # 3225,Angelo Mathews,49764
1791,1792,2.0,0,13,0,6.50,v South Africa,East London,14 Jan 2012,ODI # 3226,Angelo Mathews,49764
1792,1793,4.0,0,21,0,5.25,v South Africa,Bloemfontein,17 Jan 2012,ODI # 3227,Angelo Mathews,49764
1793,1794,1.0,0,6,0,6.00,v South Africa,Kimberley,20 Jan 2012,ODI # 3228,Angelo Mathews,49764
